Dataset,Scale,Metric,n,rho,p,q_BH,sig
Spain,2,SDNN,58,-0.20723491956073703,0.11854836206209358,0.9528873703876618,
Spain,2,pNN50,58,0.11997292792330284,0.36969611559093196,0.9528873703876618,
Spain,2,SD1,58,-0.18582546371773973,0.16253536890587938,0.9528873703876618,
Spain,2,SD2,58,-0.18797871358700668,0.15763472775343004,0.9528873703876618,
Spain,2,SD1SD2,58,-0.08265403426743363,0.5373479407204419,0.9528873703876618,
Spain,2,VLF_power,58,0.012027438555476947,0.9285991540006161,0.9905395946560789,
Spain,2,LF_power,58,0.0784705773785721,0.5582056440183338,0.9528873703876618,
Spain,2,HF_power,58,-0.020948045156725832,0.8759701692098822,0.9905395946560789,
Spain,2,Total_power,58,-0.043587929496447145,0.7452688829893563,0.9595736690850081,
Spain,2,LF_HF,58,0.04844812205850688,0.7179872495102364,0.9528873703876618,
Spain,2,LF_norm,58,0.25540619520748103,0.05299048060295927,0.9528873703876618,
Spain,2,HF_norm,58,0.011289181457442557,0.932971440488515,0.9905395946560789,
Spain,2,DFA_alpha1,58,0.024700852071733986,0.8539749700926696,0.9891601970185362,
Spain,2,DFA_alpha2,58,0.09674244055492326,0.4700319497357224,0.9528873703876618,
Spain,2,SDANN,0,,,,
Spain,3,RMSSD,58,-0.1414685164108401,0.28947351908642444,0.9528873703876618,
Spain,3,SDNN,58,-0.21147989787443477,0.11102454981258929,0.9528873703876618,
Spain,3,pNN50,58,0.1004646344369284,0.453036901180197,0.9528873703876618,
Spain,3,SD1,58,-0.1414685164108401,0.28947351908642444,0.9528873703876618,
Spain,3,SD2,58,-0.2033590697960565,0.1257520206446303,0.9528873703876618,
Spain,3,SD1SD2,58,0.0024916177058660685,0.9851900870201984,0.995695277836047,
Spain,3,VLF_power,58,0.061982835522470706,0.6439262857802728,0.9528873703876618,
Spain,3,LF_power,58,0.16004798671137227,0.23009663072776076,0.9528873703876618,
Spain,3,HF_power,58,0.027161709065181953,0.8396105374650848,0.9839185985918963,
Spain,3,Total_power,58,0.028146051862561135,0.8338790133902618,0.9839185985918963,
Spain,3,LF_HF,58,0.04924790058137747,0.713530158572782,0.9528873703876618,
Spain,3,LF_norm,58,0.26887938724660865,0.04126075689820691,0.9528873703876618,
Spain,3,HF_norm,58,0.020763480882217234,0.8770544493620271,0.9905395946560789,
Spain,3,DFA_alpha1,58,-0.0388507797840598,0.772162716072106,0.9768713650628877,
Spain,3,DFA_alpha2,58,0.03651296564028423,0.7855360166726728,0.9768713650628877,
Spain,3,SDANN,0,,,,
Spain,4,RMSSD,58,-0.07404103479036576,0.5806990908365981,0.9528873703876618,
Spain,4,SDNN,58,-0.17838137131255963,0.18033886873331012,0.9528873703876618,
Spain,4,pNN50,58,0.10206468374495911,0.4458364010510629,0.9528873703876618,
Spain,4,SD1,58,-0.07404103479036576,0.5806990908365981,0.9528873703876618,
Spain,4,SD2,58,-0.19050109200529086,0.15203352544860946,0.9528873703876618,
Spain,4,SD1SD2,58,0.09237441939155312,0.4904048737280092,0.9528873703876618,
Spain,4,VLF_power,58,0.0852994555353902,0.5243582024755717,0.9528873703876618,
Spain,4,LF_power,58,0.2347349964625181,0.07612174243699495,0.9528873703876618,
Spain,4,HF_power,58,0.07324125626749517,0.5848039811093404,0.9528873703876618,
Spain,4,Total_power,58,0.10000307607124181,0.45512580050445406,0.9528873703876618,
Spain,4,LF_HF,58,0.059275892829677955,0.6584938031369408,0.9528873703876618,
Spain,4,LF_norm,58,0.31618936294564587,0.015606198415878946,0.9528873703876618,
Spain,4,HF_norm,58,0.035959272816758446,0.7887125764096286,0.9768713650628877,
Spain,4,DFA_alpha1,58,-0.10793933987511152,0.419950580695848,0.9528873703876618,
Spain,4,DFA_alpha2,58,-0.0468485650127657,0.7269293683178256,0.9528873703876618,
Spain,4,SDANN,0,,,,
Spain,5,RMSSD,58,-0.08043926297333047,0.5483426765706509,0.9528873703876618,
Spain,5,SDNN,58,-0.20717339813590083,0.11866019199921231,0.9528873703876618,
Spain,5,pNN50,58,0.08489492386262953,0.5263343756616531,0.9528873703876618,
Spain,5,SD1,58,-0.08043926297333047,0.5483426765706509,0.9528873703876618,
Spain,5,SD2,58,-0.21412531914239133,0.10652475756842233,0.9528873703876618,
Spain,5,SD1SD2,58,0.09471223353532869,0.47944401317416663,0.9528873703876618,
Spain,5,VLF_power,58,0.05373896459442001,0.6886820084275674,0.9528873703876618,
Spain,5,LF_power,58,0.21683226183518414,0.10206725160850302,0.9528873703876618,
Spain,5,HF_power,58,0.07502537758774494,0.5756650183971308,0.9528873703876618,
Spain,5,Total_power,58,0.1017871973914916,0.4470805719923955,0.9528873703876618,
Spain,5,LF_HF,58,0.023716509274354796,0.8597342300884374,0.9905395946560789,
Spain,5,LF_norm,58,0.24057953182195702,0.06889091580797184,0.9528873703876618,
Spain,5,HF_norm,58,0.048017472084653484,0.7203911061512678,0.9528873703876618,
Spain,5,DFA_alpha1,58,-0.11784428927373959,0.3783103491524632,0.9528873703876618,
Spain,5,DFA_alpha2,58,0.017379802516226277,0.896970702202724,0.9905395946560789,
Spain,5,SDANN,0,,,,
Spain,6,RMSSD,58,-0.10375588298624998,0.43829516343676833,0.9528873703876618,
Spain,6,SDNN,58,-0.2506075240702575,0.057772039171059095,0.9528873703876618,
Spain,6,pNN50,58,0.08231022882657991,0.5390475936338713,0.9528873703876618,
Spain,6,SD1,58,-0.10375588298624998,0.43829516343676833,0.9528873703876618,
Spain,6,SD2,58,-0.2563905380048602,0.05205056955713395,0.9528873703876618,
Spain,6,SD1SD2,58,0.11421452520840383,0.3932738522685988,0.9528873703876618,
Spain,6,VLF_power,58,0.06333630686886708,0.6366916995232037,0.9528873703876618,
Spain,6,LF_power,58,0.16004798671137227,0.23009663072776076,0.9528873703876618,
Spain,6,HF_power,58,0.06795041373158203,0.6122838270665601,0.9528873703876618,
Spain,6,Total_power,58,0.07736319173152051,0.5637901881759568,0.9528873703876618,
Spain,6,LF_HF,58,-0.02796148758805254,0.8349530296353056,0.9839185985918963,
Spain,6,LF_norm,58,0.17192162170475872,0.19689563519212638,0.9528873703876618,
Spain,6,HF_norm,58,0.07976252730013228,0.5517236070090275,0.9528873703876618,
Spain,6,DFA_alpha1,58,-0.16090928665907905,0.22756552423623488,0.9528873703876618,
Spain,6,DFA_alpha2,58,0.013196345627364731,0.9216807049164846,0.9905395946560789,
Spain,6,SDANN,0,,,,
Spain,7,RMSSD,58,-0.06429087777803369,0.6316094586251464,0.9528873703876618,
Spain,7,SDNN,58,-0.21157543414225632,0.11085954442593314,0.9528873703876618,
Spain,7,pNN50,58,0.054156347991368176,0.6863887446359571,0.9528873703876618,
Spain,7,SD1,58,-0.06429087777803369,0.6316094586251464,0.9528873703876618,
Spain,7,SD2,58,-0.2212959687728107,0.0950339989775513,0.9528873703876618,
Spain,7,SD1SD2,58,0.1143085654656331,0.39288183019142175,0.9528873703876618,
Spain,7,VLF_power,58,0.10747958227581327,0.4219448891721743,0.9528873703876618,
Spain,7,LF_power,58,0.1777381300485544,0.18194091050674302,0.9528873703876618,
Spain,7,HF_power,58,0.06456772844789124,0.6301386249471108,0.9528873703876618,
Spain,7,Total_power,58,0.10901764155279972,0.4152943895803092,0.9528873703876618,
Spain,7,LF_HF,58,0.011258593907540828,0.9331526368964251,0.9905395946560789,
Spain,7,LF_norm,58,0.15272928620475468,0.2523909393410636,0.9528873703876618,
Spain,7,HF_norm,58,0.0053216850983731235,0.9683747584165341,0.9905395946560789,
Spain,7,DFA_alpha1,58,-0.12938154638010033,0.3330607150511645,0.9528873703876618,
Spain,7,DFA_alpha2,58,0.07970223173343795,0.5520253227395211,0.9528873703876618,
Spain,7,SDANN,0,,,,
Spain,8,RMSSD,58,-0.046203300680673014,0.7305469839638741,0.9528873703876618,
Spain,8,SDNN,58,-0.16958641588052617,0.20313941378519065,0.9528873703876618,
Spain,8,pNN50,58,0.08769635896329507,0.5127255069397068,0.9528873703876618,
Spain,8,SD1,58,-0.046203300680673014,0.7305469839638741,0.9528873703876618,
Spain,8,SD2,58,-0.18871987328623765,0.15597335792966746,0.9528873703876618,
Spain,8,SD1SD2,58,0.10637217959638302,0.4267706265363883,0.9528873703876618,
Spain,8,VLF_power,58,-0.0071673562307568665,0.9574152995809052,0.9905395946560789,
Spain,8,LF_power,58,0.08677730440757561,0.5171703585797639,0.9528873703876618,
Spain,8,HF_power,58,0.0013227309782083486,0.9921375110240274,0.9987961520376115,
Spain,8,Total_power,58,0.00861313195112413,0.94883575527216,0.9905395946560789,
Spain,8,LF_HF,58,0.025531783997975104,0.8491191705810561,0.9891601970185362,
Spain,8,LF_norm,58,0.15152959996870527,0.2561805602851243,0.9528873703876618,
Spain,8,HF_norm,58,0.002399372472098865,0.9857383250576865,0.995695277836047,
Spain,8,DFA_alpha1,58,-0.14273190090434273,0.28514407741881437,0.9528873703876618,
Spain,8,DFA_alpha2,58,0.0689665779800725,0.6069630520930291,0.9528873703876618,
Spain,8,SDANN,0,,,,
Spain,9,RMSSD,58,-0.01338132152718764,0.9205863969169743,0.9905395946560789,
Spain,9,SDNN,58,-0.16623600352395865,0.21234064230227392,0.9528873703876618,
Spain,9,pNN50,58,0.07557388436772983,0.5728686048101994,0.9528873703876618,
Spain,9,SD1,58,-0.01338132152718764,0.9205863969169743,0.9905395946560789,
Spain,9,SD2,58,-0.17801771879962042,0.18124331591104834,0.9528873703876618,
Spain,9,SD1SD2,58,0.1319982774095682,0.323291803271877,0.9528873703876618,
Spain,9,VLF_power,58,-0.010212870682819073,0.9393493229109409,0.9905395946560789,
Spain,9,LF_power,58,0.08237972195358277,0.5387038328541482,0.9528873703876618,
Spain,9,HF_power,58,0.03768303188690773,0.7788347719123601,0.9768713650628877,
Spain,9,Total_power,58,0.029685000629278327,0.8249354816739256,0.9835573826355248,
Spain,9,LF_HF,58,-0.03737541530007582,0.7805950369214784,0.9768713650628877,
Spain,9,LF_norm,58,0.078534514618184,0.5578840094423847,0.9528873703876618,
Spain,9,HF_norm,58,0.06281530703107392,0.6394726119932929,0.9528873703876618,
Spain,9,DFA_alpha1,58,-0.19019933563816366,0.15269573403722292,0.9528873703876618,
Spain,9,DFA_alpha2,58,0.08933185681598371,0.5048638851544403,0.9528873703876618,
Spain,9,SDANN,0,,,,
Spain,10,RMSSD,58,0.009197453013011782,0.9453698505691135,0.9905395946560789,
Spain,10,SDNN,58,-0.08769879110400199,0.5127137700566408,0.9528873703876618,
Spain,10,pNN50,58,0.14686606436981903,0.2712760106390474,0.9528873703876618,
Spain,10,SD1,58,0.009197453013011782,0.9453698505691135,0.9905395946560789,
Spain,10,SD2,58,-0.08874465532621735,0.507679354099225,0.9528873703876618,
Spain,10,SD1SD2,58,0.08210034144390785,0.5400864898128186,0.9528873703876618,
Spain,10,VLF_power,58,0.1014795902673106,0.4484620386337862,0.9528873703876618,
Spain,10,LF_power,58,0.12805684579654866,0.33807607850344645,0.9528873703876618,
Spain,10,HF_power,58,0.0078439816666154,0.9533994019261078,0.9905395946560789,
Spain,10,Total_power,58,0.057860900058445366,0.6661595734167594,0.9528873703876618,
Spain,10,LF_HF,58,0.08363837706481284,0.532496232280615,0.9528873703876618,
Spain,10,LF_norm,58,0.19948322003137595,0.13328269282981745,0.9528873703876618,
Spain,10,HF_norm,58,-0.04500292226767972,0.7372922811524314,0.9575224430551057,
Spain,10,DFA_alpha1,58,-0.11052323971823189,0.4088430034567557,0.9528873703876618,
Spain,10,DFA_alpha2,58,0.04783290781014488,0.7214221557395246,0.9528873703876618,
Spain,10,SDANN,0,,,,
Spain,11,RMSSD,58,-0.057923312371309786,0.6658207291388489,0.9528873703876618,
Spain,11,SDNN,58,-0.17770736886301466,0.18201778010167013,0.9528873703876618,
Spain,11,pNN50,58,0.08228072416415824,0.5391935763154305,0.9528873703876618,
Spain,11,SD1,58,-0.057923312371309786,0.6658207291388489,0.9528873703876618,
Spain,11,SD2,58,-0.18945814173919112,0.15433135438807746,0.9528873703876618,
Spain,11,SD1SD2,58,0.048971807379248625,0.7150677341285391,0.9528873703876618,
Spain,11,VLF_power,58,0.1301813372041333,0.33005542288113554,0.9528873703876618,
Spain,11,LF_power,58,0.11833828077133762,0.3763006132839519,0.9528873703876618,
Spain,11,HF_power,58,-0.024885799101640793,0.8528937043879286,0.9891601970185362,
Spain,11,Total_power,58,0.03694418383321458,0.7830645007028981,0.9768713650628877,
Spain,11,LF_HF,58,0.11212452129231235,0.4020457350665746,0.9528873703876618,
Spain,11,LF_norm,58,0.2254179676351344,0.08888011904396871,0.9528873703876618,
Spain,11,HF_norm,58,-0.09166833290839252,0.49374094725662165,0.9528873703876618,
Spain,11,DFA_alpha1,58,-0.013073503854384843,0.9224075104344754,0.9905395946560789,
Spain,11,DFA_alpha2,58,0.0420505406328096,0.7539656511020191,0.9666226296179732,
Spain,11,SDANN,0,,,,
Spain,12,RMSSD,58,-0.05792420330044674,0.6658158926530655,0.9528873703876618,
Spain,12,SDNN,58,-0.17352651663187466,0.19268457286107118,0.9528873703876618,
Spain,12,pNN50,58,0.07735860965002964,0.5638133499027065,0.9528873703876618,
Spain,12,SD1,58,-0.05792420330044674,0.6658158926530655,0.9528873703876618,
Spain,12,SD2,58,-0.19149132530285762,0.1498753878970044,0.9528873703876618,
Spain,12,SD1SD2,58,0.05352528610875056,0.6898571195534475,0.9528873703876618,
Spain,12,VLF_power,58,0.012519995084058322,0.9256831734080471,0.9905395946560789,
Spain,12,LF_power,58,0.006429186664786706,0.9617976693895632,0.9905395946560789,
Spain,12,HF_power,58,-0.10671219397198604,0.4252856235501502,0.9528873703876618,
Spain,12,Total_power,58,-0.06284606868975712,0.6393082796613713,0.9528873703876618,
Spain,12,LF_HF,58,0.13830441743962216,0.3005045225578975,0.9528873703876618,
Spain,12,LF_norm,58,0.1925064600394029,0.14768666439463266,0.9528873703876618,
Spain,12,HF_norm,58,-0.1433493294636653,0.28304381553508706,0.9528873703876618,
Spain,12,DFA_alpha1,58,-0.07102866989948567,0.5962279592329556,0.9528873703876618,
Spain,12,DFA_alpha2,58,0.08121077892362154,0.544500417440262,0.9528873703876618,
Spain,12,SDANN,0,,,,
Spain,13,RMSSD,58,-0.14583653757421022,0.2746867596392812,0.9528873703876618,
Spain,13,SDNN,58,-0.2429173459657326,0.06615699930481715,0.9528873703876618,
Spain,13,pNN50,58,-0.016892828271324253,0.899842522482317,0.9905395946560789,
Spain,13,SD1,58,-0.14583653757421022,0.2746867596392812,0.9528873703876618,
Spain,13,SD2,58,-0.22249223292011447,0.09321481596531335,0.9528873703876618,
Spain,13,SD1SD2,58,-0.02734627333969055,0.8385352367551127,0.9839185985918963,
Spain,13,VLF_power,58,0.033252330123965675,0.8042907572351109,0.9768713650628877,
Spain,13,LF_power,58,-0.048571164908179275,0.7173009307410151,0.9528873703876618,
Spain,13,HF_power,58,-0.1333476883324618,0.31832588343688545,0.9528873703876618,
Spain,13,Total_power,58,-0.14663631609708083,0.2720346924547681,0.9528873703876618,
Spain,13,LF_HF,58,0.10621673997969794,0.42745048285452536,0.9528873703876618,
Spain,13,LF_norm,58,0.2105570765018918,0.11262812545346595,0.9528873703876618,
Spain,13,HF_norm,58,-0.10363284013657757,0.43884140589152165,0.9528873703876618,
Spain,13,DFA_alpha1,58,0.021563259405087826,0.8723575484514693,0.9905395946560789,
Spain,13,DFA_alpha2,58,0.09126703374450153,0.4956422338436085,0.9528873703876618,
Spain,13,SDANN,0,,,,
Spain,14,RMSSD,58,0.06515319309099638,0.6270329066676803,0.9528873703876618,
Spain,14,SDNN,58,-0.031438415174220156,0.8147725328167732,0.9835573826355248,
Spain,14,pNN50,58,0.15090159973100456,0.25817956925555985,0.9528873703876618,
Spain,14,SD1,58,0.06515319309099638,0.6270329066676803,0.9528873703876618,
Spain,14,SD2,58,-0.004460440509062547,0.973490877310871,0.9905395946560789,
Spain,14,SD1SD2,58,0.04740371603079576,0.7238216945142264,0.9528873703876618,
Spain,14,VLF_power,58,0.28005414065176154,0.03323700607291633,0.9528873703876618,
Spain,14,LF_power,58,0.06306140030053946,0.6381584359473,0.9528873703876618,
Spain,14,HF_power,58,-0.01694967393443768,0.8995072215664781,0.9905395946560789,
Spain,14,Total_power,58,0.04801894920445956,0.7203828563635817,0.9528873703876618,
Spain,14,LF_HF,58,0.03500676758147019,0.7941851184528012,0.9768713650628877,
Spain,14,LF_norm,58,0.004645010461161687,0.9723943655865999,0.9905395946560789,
Spain,14,HF_norm,58,-0.10480497113362824,0.4336532639922924,0.9528873703876618,
Spain,14,DFA_alpha1,58,-0.009197735946273804,0.9453681725868632,0.9905395946560789,
Spain,14,DFA_alpha2,58,0.15814568729027967,0.2357557597141616,0.9528873703876618,
Spain,14,SDANN,0,,,,
Spain,15,RMSSD,58,-0.06761308581632443,0.6140545479838226,0.9528873703876618,
Spain,15,SDNN,58,-0.06019964010124973,0.6535080844427641,0.9528873703876618,
Spain,15,pNN50,58,0.0005846423930886338,0.9965247637740786,0.9994272140086,
Spain,15,SD1,58,-0.06761308581632443,0.6140545479838226,0.9528873703876618,
Spain,15,SD2,58,-0.014334712461513733,0.9149485486998451,0.9905395946560789,
Spain,15,SD1SD2,58,-0.037897780584946174,0.7776065753207166,0.9768713650628877,
Spain,15,VLF_power,58,0.012704369627908094,0.9245919066466302,0.9905395946560789,
Spain,15,LF_power,58,-0.02946921574706042,0.8261882014138409,0.9835573826355248,
Spain,15,HF_power,58,-0.16291123861840498,0.22175714986136832,0.9528873703876618,
Spain,15,Total_power,58,-0.14362397528499488,0.2821128583539966,0.9528873703876618,
Spain,15,LF_HF,58,0.2092375840412369,0.11495177190325528,0.9528873703876618,
Spain,15,LF_norm,58,0.2049617792512146,0.12273401343998747,0.9528873703876618,
Spain,15,HF_norm,58,-0.17641539907034604,0.18526749923192187,0.9528873703876618,
Spain,15,DFA_alpha1,58,0.08619284188232076,0.520007075233718,0.9528873703876618,
Spain,15,DFA_alpha2,58,0.13236538137745404,0.3219359981625686,0.9528873703876618,
Spain,15,SDANN,0,,,,
Spain,16,RMSSD,58,-0.055186415677642826,0.6807412039711533,0.9528873703876618,
Spain,16,SDNN,58,0.0060292851019052365,0.9641722848631776,0.9905395946560789,
Spain,16,pNN50,58,0.11446858707164291,0.3922152840195623,0.9528873703876618,
Spain,16,SD1,58,-0.055186415677642826,0.6807412039711533,0.9528873703876618,
Spain,16,SD2,58,0.06173864897716228,0.6452350417331927,0.9528873703876618,
Spain,16,SD1SD2,58,-0.11551002835537837,0.3878936421220619,0.9528873703876618,
Spain,16,VLF_power,58,0.1970284238658318,0.13822491771668072,0.9528873703876618,
Spain,16,LF_power,58,-0.01694967393443768,0.8995072215664781,0.9905395946560789,
Spain,16,HF_power,58,-0.14925556793083777,0.26346893896247964,0.9528873703876618,
Spain,16,Total_power,58,-0.07296665439652662,0.5862164050304132,0.9528873703876618,
Spain,16,LF_HF,58,0.18844592109322184,0.15658593161646311,0.9528873703876618,
Spain,16,LF_norm,58,0.10446659288811318,0.43514745620483264,0.9528873703876618,
Spain,16,HF_norm,58,-0.24507813472897458,0.06370809795461425,0.9528873703876618,
Spain,16,DFA_alpha1,58,0.12895287319993243,0.3346785473729861,0.9528873703876618,
Spain,16,DFA_alpha2,58,0.26897994352581317,0.041182013198613344,0.9528873703876618,
Spain,16,SDANN,0,,,,
Spain,17,RMSSD,56,0.06979287732486356,0.6092626074972792,0.9528873703876618,
Spain,17,SDNN,56,0.09132544966309275,0.5032377930477749,0.9528873703876618,
Spain,17,pNN50,56,0.19403036830850176,0.15188655952821964,0.9528873703876618,
Spain,17,SD1,56,0.06979287732486356,0.6092626074972792,0.9528873703876618,
Spain,17,SD2,56,0.12588010146301293,0.3552580164665573,0.9528873703876618,
Spain,17,SD1SD2,56,-0.035409118956199144,0.7955716663168176,0.9768713650628877,
Spain,17,VLF_power,56,0.10472349467354648,0.4424164263195973,0.9528873703876618,
Spain,17,LF_power,56,-0.11405427602011249,0.4025982203149683,0.9528873703876618,
Spain,17,HF_power,56,-0.06722947585602675,0.622500320811253,0.9528873703876618,
Spain,17,Total_power,56,-0.08353270919782886,0.5404887997527583,0.9528873703876618,
Spain,17,LF_HF,56,-0.056155581510651725,0.6810164291941249,0.9528873703876618,
Spain,17,LF_norm,56,-0.1004511588921518,0.4613537563072937,0.9528873703876618,
Spain,17,HF_norm,56,-0.051780709670503564,0.7046832935889238,0.9528873703876618,
Spain,17,DFA_alpha1,56,-0.01124478777663081,0.9344455825850649,0.9905395946560789,
Spain,17,DFA_alpha2,56,0.27288263102924126,0.04187042465789,0.9528873703876618,
Spain,17,SDANN,0,,,,
Spain,18,RMSSD,57,0.05759849663397124,0.6704149315416074,0.9528873703876618,
Spain,18,SDNN,57,-0.06271980359411049,0.6430130519492046,0.9528873703876618,
Spain,18,pNN50,57,0.1735324184978729,0.19672619795602878,0.9528873703876618,
Spain,18,SD1,57,0.05759849663397124,0.6704149315416074,0.9528873703876618,
Spain,18,SD2,57,-0.06511839039822635,0.6303370810118235,0.9528873703876618,
Spain,18,SD1SD2,57,0.1040792192975136,0.44102224504674625,0.9528873703876618,
Spain,18,VLF_power,57,0.06706319050967165,0.6201361664266285,0.9528873703876618,
Spain,18,LF_power,57,0.05445440312046804,0.6874542567874289,0.9528873703876618,
Spain,18,HF_power,57,0.06388668366097768,0.6368334466513368,0.9528873703876618,
Spain,18,Total_power,57,0.04093804234592329,0.7623816300215254,0.9732531447083302,
Spain,18,LF_HF,57,-0.09286420532151245,0.49204272460369103,0.9528873703876618,
Spain,18,LF_norm,57,-9.724000557226434e-05,0.9994272140086,0.9994272140086,
Spain,18,HF_norm,57,0.030014748386638927,0.8245973389624185,0.9835573826355248,
Spain,18,DFA_alpha1,57,-0.12770854065157383,0.34379098932607055,0.9528873703876618,
Spain,18,DFA_alpha2,57,0.10219924585644982,0.44936317687484173,0.9528873703876618,
Spain,18,SDANN,0,,,,
Spain,19,RMSSD,53,0.049833686211485644,0.7230660466322243,0.9528873703876618,
Spain,19,SDNN,53,0.1201491787299573,0.39147129919310497,0.9528873703876618,
Spain,19,pNN50,53,0.28637694533742486,0.03762628716854013,0.9528873703876618,
Spain,19,SD1,53,0.049833686211485644,0.7230660466322243,0.9528873703876618,
Spain,19,SD2,53,0.14659812545708886,0.29488111653099325,0.9528873703876618,
Spain,19,SD1SD2,53,-0.031690353852935046,0.8217735444377097,0.9835573826355248,
Spain,19,VLF_power,53,-0.05205120461086405,0.711267972381181,0.9528873703876618,
Spain,19,LF_power,53,-0.060477774528502,0.6670644977250207,0.9528873703876618,
Spain,19,HF_power,53,-0.03568188697181617,0.79976243915098,0.9768713650628877,
Spain,19,Total_power,53,-0.07966938831221329,0.5706637408733648,0.9528873703876618,
Spain,19,LF_HF,53,-0.017457917580560908,0.901256427349975,0.9905395946560789,
Spain,19,LF_norm,53,0.10756980162802889,0.4432748615085246,0.9528873703876618,
Spain,19,HF_norm,53,-0.009878036506321993,0.944034415576964,0.9905395946560789,
Spain,19,DFA_alpha1,53,-0.009273258761036973,0.9474559127990392,0.9905395946560789,
Spain,19,DFA_alpha2,53,0.10494909806512714,0.45452579660180403,0.9528873703876618,
Spain,19,SDANN,0,,,,
Spain,20,RMSSD,54,0.24094686302478702,0.07923871044975853,0.9528873703876618,
Spain,20,SDNN,54,0.2728901427613432,0.045882500774815496,0.9528873703876618,
Spain,20,pNN50,54,0.4329621975541921,0.00107544399016784,0.322633197050352,
Spain,20,SD1,54,0.24094686302478702,0.07923871044975853,0.9528873703876618,
Spain,20,SD2,54,0.27350003831717246,0.04538023844195559,0.9528873703876618,
Spain,20,SD1SD2,54,0.0746359686446026,0.5916988133358767,0.9528873703876618,
Spain,20,VLF_power,54,-0.08801555240060645,0.5268147895583416,0.9528873703876618,
Spain,20,LF_power,54,-0.13196615089255065,0.34148916091305825,0.9528873703876618,
Spain,20,HF_power,54,-0.004536098196479933,0.9740306014118109,0.9905395946560789,
Spain,20,Total_power,54,-0.09777388129387418,0.481828586765668,0.9528873703876618,
Spain,20,LF_HF,54,-0.16074559743324265,0.24557510355527093,0.9528873703876618,
Spain,20,LF_norm,54,-0.08107799045304888,0.560015183880617,0.9528873703876618,
Spain,20,HF_norm,54,0.09846001379418207,0.47874375009179915,0.9528873703876618,
Spain,20,DFA_alpha1,54,-0.10703667004803069,0.44108150789164347,0.9528873703876618,
Spain,20,DFA_alpha2,54,0.01132118625508017,0.9352436795641095,0.9905395946560789,
Spain,20,SDANN,0,,,,
Japan-morning,1,RMSSD,39,0.19595141700404858,0.23187830265410275,0.4337582266230212,
Japan-morning,1,SDNN,39,0.35728744939271256,0.025552749369763938,0.09573227921954744,
Japan-morning,1,pNN50,39,0.5026315789473684,0.001110540720949051,0.01234411648421317,*
Japan-morning,1,SD1,39,0.19595141700404858,0.23187830265410275,0.4337582266230212,
Japan-morning,1,SD2,39,0.3736842105263158,0.01911229368126778,0.07812855978519716,
Japan-morning,1,SD1SD2,0,,,,
Japan-morning,1,VLF_power,39,0.08947368421052633,0.5880446315998711,0.8498758714236434,
Japan-morning,1,LF_power,39,0.03461538461538462,0.834290331665916,0.9196901293954981,
Japan-morning,1,HF_power,39,-0.021255060728744942,0.8978059211841669,0.958745527305035,
Japan-morning,1,Total_power,39,0.013157894736842106,0.9366342156425476,0.9677401490033701,
Japan-morning,1,LF_HF,39,-0.10850202429149798,0.5108630397082896,0.8284727954995049,
Japan-morning,1,LF_norm,39,0.16356275303643728,0.3197670189474072,0.5631117314797108,
Japan-morning,1,HF_norm,39,-0.017408906882591096,0.9162256550339736,0.958745527305035,
Japan-morning,1,DFA_alpha1,39,-0.032388663967611336,0.8448156314294282,0.9199745808126049,
Japan-morning,1,DFA_alpha2,0,,,,
Japan-morning,1,SDANN,39,0.1848178137651822,0.2600082057201122,0.46668139488225263,
Japan-morning,2,RMSSD,39,0.2882591093117409,0.07514174162306315,0.18619192614564323,
Japan-morning,2,SDNN,39,0.4789473684210526,0.0020383745526059848,0.014634483967427583,*
Japan-morning,2,pNN50,39,0.5012145748987854,0.0011530532633834596,0.01234411648421317,*
Japan-morning,2,SD1,39,0.2882591093117409,0.07514174162306315,0.18619192614564323,
Japan-morning,2,SD2,39,0.49716599190283395,0.0012825664054300567,0.01234411648421317,*
Japan-morning,2,SD1SD2,0,,,,
Japan-morning,2,VLF_power,39,0.22327935222672063,0.17183428326532924,0.3758874946429077,
Japan-morning,2,LF_power,39,0.12267206477732795,0.4568894356617813,0.7848407483760661,
Japan-morning,2,HF_power,39,0.057287449392712554,0.729038513846012,0.8914008029558225,
Japan-morning,2,Total_power,39,0.09493927125506073,0.5653545023127097,0.8498758714236434,
Japan-morning,2,LF_HF,39,-0.0548582995951417,0.7401206631625528,0.8943665256380273,
Japan-morning,2,LF_norm,39,0.3631578947368421,0.023066434138593807,0.09096621913811642,
Japan-morning,2,HF_norm,39,0.041700404858299595,0.800998049190706,0.9094169964774147,
Japan-morning,2,DFA_alpha1,39,-0.09635627530364373,0.5595384664059493,0.8498758714236434,
Japan-morning,2,DFA_alpha2,0,,,,
Japan-morning,2,SDANN,39,0.22874493927125508,0.1613082382769003,0.3613304537402567,
Japan-morning,3,RMSSD,39,0.29777327935222675,0.06560622070826957,0.16549316935419353,
Japan-morning,3,SDNN,39,0.4803643724696357,0.001968003872421376,0.014634483967427583,*
Japan-morning,3,pNN50,39,0.4510121457489879,0.003956495751430066,0.027019970985376056,*
Japan-morning,3,SD1,39,0.29777327935222675,0.06560622070826957,0.16549316935419353,
Japan-morning,3,SD2,39,0.4967611336032389,0.001296199612981283,0.01234411648421317,*
Japan-morning,3,SD1SD2,0,,,,
Japan-morning,3,VLF_power,39,0.2204453441295547,0.17748221188941563,0.382269379454126,
